"name","teams","minutes","fifa","APM","AugAPM","AugAPMSE"
"Michy Batshuayi","Chelsea",305,81,0.064442425757817,0.128279808708495,0.0999352822733359
"Leroy Sané","Manchester City",1844,79,0.136133381980863,0.123258691549868,0.0964366141527762
"Nathaniel Clyne","Liverpool",3503,81,0.103909020724167,0.1226446342641,0.0947461293774263
"Lucas Pérez Martínez","Arsenal",312,81,0.0566184841059735,0.12099485827703,0.101773201861912
"Eric Dier","Tottenham Hotspur",3207,78,0.147436519513041,0.120548067178478,0.094755767065775
"Aaron Ramsey","Arsenal",1331,84,0.0189065221979775,0.118272611127384,0.0985272680568203
"Ross Barkley","Everton",3023,81,0.0458969944539929,0.117930568694592,0.0929329326652542
"Moussa Dembélé","Tottenham Hotspur",2134,82,0.0557732882207249,0.117870752115587,0.0901309659568947
"Marcos Alonso Mendoza","Chelsea",2825,77,0.18238841702803,0.117564047877322,0.0937380629468737
"Dimitri Payet","West Ham United",1582,86,-0.0472426198096229,0.117441845794333,0.0963876376120661
"Sadio Mané","Liverpool",2311,79,0.104099048502855,0.116534709897393,0.0950486821904425
"Per Mertesacker","Arsenal",42,83,-0.00254762955995665,0.115501008231633,0.100882933302859
"Wayne Rooney","Manchester United",1603,84,0.0244712497918698,0.113719703935758,0.0956326915688286
"Olivier Giroud","Arsenal",1302,83,0.0330345049935585,0.113068313664692,0.0920816118769108
"N'Golo Kanté","Chelsea",3302,81,0.111126289142886,0.112714386098686,0.0964815060685965
"Roberto Firmino Barbosa de Oliveira","Liverpool",3218,82,0.06405484584266,0.111757291085804,0.0947481078972895
"Ramiro Funes Mori","Everton",1655,77,0.115196730185598,0.11114402361767,0.0953469925778601
"John Terry","Chelsea",533,84,-0.00228344042561215,0.109799359996066,0.0956088816432563
"Georginio Wijnaldum","Liverpool",3112,81,0.0712980606711858,0.109519965720829,0.0947853563678395
"Heung Min Son","Tottenham Hotspur",2161,78,0.112631049586672,0.107878307895226,0.0905367694869585
"Samir Nasri","Manchester City",20,82,0.00896450425949319,0.107755018182679,0.10248795717626
"Roberto Pereyra","Watford",1089,81,0.0289707117626628,0.107381879589254,0.0959948333653063
"Dušan Tadić","Southampton",2496,79,0.0373748573641838,0.107207290975825,0.096764760864151
"Willian Borges da Silva","Chelsea",1633,85,-0.00265280405473165,0.10559803976451,0.0952530726298473
"Danny Rose","Tottenham Hotspur",1608,80,0.058695865733711,0.104273110013789,0.0937681993650159
"Gerard Deulofeu Lázaro","Everton",500,81,0.0361773454106841,0.103190254904664,0.0979659967678967
"Robert Huth","Leicester City",3083,80,0.0494976879942759,0.101496025845627,0.0942273094684486
"Dejan Lovren","Liverpool",2686,82,0.0366486463098266,0.100820606077368,0.092571163454087
"Moussa Sissoko","Tottenham Hotspur",990,80,0.0543711018005695,0.100331544776909,0.0964471581588186
"Islam Slimani","Leicester City",1357,83,-0.017748585676495,0.097294927194765,0.0943304145252974
"José Miguel da Rocha Fonte","Southampton,West Ham United",3106,83,-0.03662424400306,0.0971626244515854,0.0914663904328927
"Claudio Yacob","West Bromwich Albion",2558,80,0.0123738890406681,0.0951293419357815,0.0944138670637775
"Chris Smalling","Manchester United",1292,84,-0.00785395638936636,0.0943908008300805,0.0945962866908413
"Steven Defour","Burnley",1104,77,0.0613971377237028,0.0939489285171564,0.0953250925384141
"Matteo Darmian","Manchester United",1415,80,0.0574382341466815,0.0936872784476879,0.0954109971163183
"James McCarthy","Everton",650,81,0.023751343901837,0.0934197775108163,0.100158940985945
"Martín Cáceres","Southampton",95,81,0.0135311696110728,0.0931784696295411,0.0962521849749596
"Ben Davies","Tottenham Hotspur",1840,78,0.103066648055993,0.0917761014561389,0.0962368373783216
"Bacary Sagna","Manchester City",1425,82,0.0342666969375852,0.0909820333052532,0.0964085656804008
"Lazar Marković","Hull City",1042,78,0.0497456834406666,0.0907156596450439,0.0974829323655925
"Emre Can","Liverpool",2515,80,0.0651223008700095,0.09005376855236,0.0933314950075482
"André Ayew","West Ham United",1482,80,0.0333338885354605,0.0895082982469323,0.0927693038793716
"Abel Hernández","Hull City",1502,76,0.0672520616787077,0.0861934740649082,0.0951466584263497
"Ignacio Monreal Eraso","Arsenal",3328,81,0.0775917882494405,0.0858331592517712,0.0955513276106754
"Jonathan Calleri","West Ham United",688,77,0.0813997742740193,0.0850665654943428,0.0963074048973519
"Danny Welbeck","Arsenal",799,80,0.0287717760675151,0.0846432575637011,0.0944111068782304
"Álvaro Negredo Sánchez","Middlesbrough",2994,80,-0.0220010629337466,0.0844845800781889,0.0968984900184697
"Fernando Javier Llorente Torres","Swansea City",2550,80,0.0036166520134052,0.084410489295074,0.0954987264926328
"Nemanja Matić","Chelsea",2820,84,0.00770436522688677,0.0838836348686475,0.0960851258177631
"Christian Benteke","Crystal Palace",3293,81,0.00836423534208074,0.0836966302820874,0.0949106891489919
"Sofiane Feghouli","West Ham United",1113,80,0.0232451195320991,0.0826480683499177,0.101755436314955
"Ashley Young","Manchester United",805,80,0.0299943088704411,0.0819884560717425,0.0978907417977985
"Anthony Martial","Manchester United",1631,82,0.022561870824784,0.0819642790842051,0.091385002456089
"Manolo Gabbiadini","Southampton",745,81,-0.0180497080843701,0.0811859409443316,0.0997826188118627
"Lucas Pezzini Leiva","Liverpool",1210,80,0.0358905850285643,0.0801821118360233,0.095175190976795
"Gylfi Sigurðsson","Swansea City",3511,82,-0.0713645375404036,0.0788319055098306,0.0979992008050677
"Jordan Ayew","Swansea City",918,77,0.0533503633213275,0.0758009110638436,0.0961573087800264
"Mathieu Debuchy","Arsenal",16,80,0.00847889223673424,0.0753667578822913,0.100943055857865
"Jefferson Montero","Swansea City",422,79,0.0264138897783475,0.0737647265918727,0.0991890168495468
"Georges-Kévin Nkoudou","Tottenham Hotspur",93,78,0.0466220948640858,0.0733968939488932,0.10093528571219
"Phil Jones","Manchester United",1673,79,0.0578612217035891,0.07130730826414,0.095307333796599
"Darren Fletcher","West Bromwich Albion",3405,76,0.0493592967738837,0.070562683617466,0.0966141008292447
"Michael Carrick","Manchester United",1699,81,0.0080188867736267,0.0704300116672391,0.0954392934418645
"Vincent Janssen","Tottenham Hotspur",941,78,0.0506181281606199,0.070250521369943,0.0937258032326116
"Wilfried Zaha","Crystal Palace",3181,79,0.0115908706907837,0.0696948867270465,0.0942106251047097
"Allan-Roméo Nyom","West Bromwich Albion",2788,78,0.0139767440869246,0.0691910093919029,0.0954501488793414
"Alex Oxlade-Chamberlain","Arsenal",1650,79,0.0639565838652694,0.0689720191893091,0.0925312631513566
"Max Gradel","AFC Bournemouth",177,79,0.0184360956545385,0.0675921434989143,0.0992264178927228
"Gabriel Fernando de Jesus","Manchester City",688,76,0.102079384632205,0.0670983103357682,0.0949859211274219
"Ibrahim Afellay","Stoke City",428,79,0.0125496605263513,0.0670537302633285,0.0967308535625549
"Victor Wanyama","Tottenham Hotspur",3162,78,0.0649043823568281,0.0663528273753428,0.0929184963587824
"Kevin Wimmer","Tottenham Hotspur",372,79,0.0176829689980535,0.0661975308644261,0.0995335681672702
"Oscar dos Santos Emboaba","Chelsea",477,83,-0.039541711768372,0.0661113897606893,0.0970609772523135
"Héctor Bellerín Moruno","Arsenal",2660,79,0.0650938178543787,0.0660756111539533,0.0933790143070805
"Salomón Rondón","West Bromwich Albion",3036,80,-0.0308193491717899,0.0660467198697009,0.0980927471256687
"Yohan Cabaye","Crystal Palace",2248,81,-0.0284711451001186,0.0657958624596551,0.0963899882455593
"Jamie Vardy","Leicester City",2943,82,-0.0320537789672481,0.0652059476192306,0.095738645991927
"Erik Lamela","Tottenham Hotspur",628,81,-0.0213166815596479,0.0650480778457605,0.0968774983258297
"Kieran Gibbs","Arsenal",740,80,0.0139585270626759,0.0646736204734247,0.0990049482663559
"Ryan Bertrand","Southampton",2641,79,-0.0105455727617634,0.064383939404158,0.0956167020399627
"Fernando Reges","Manchester City",631,79,0.0269043609120329,0.0635588628064988,0.0969731219890702
"Charlie Austin","Southampton",968,78,0.020843434038279,0.063195996905344,0.0965925452221433
"Phil Jagielka","Everton",2367,82,-0.0454326852647122,0.0613111627509878,0.0908753459258895
"Bojan Krkic Perez","Stoke City",500,82,-0.0447022167448905,0.0607254445256773,0.0993002205604537
"Cédric Ricardo Alves Soares","Southampton",2642,78,-0.0117016514266976,0.0601299757626826,0.0974202709019004
"Jordy Clasie","Southampton",1063,78,0.0270581772593227,0.0599023159814588,0.0951321861885185
"Francis Coquelin","Arsenal",1867,81,-0.000661313763437254,0.059523721020431,0.0967562514747773
"Ragnar Klavan","Liverpool",1508,78,0.0336387796751752,0.058381169464112,0.0978997856257983
"Loïc Rémy","Crystal Palace",153,81,-0.0348048343485376,0.0579332142766372,0.0987167538890355
"Michael Keane","Burnley",3334,75,0.00495251983217099,0.0577359278782626,0.0973375623467899
"Enner Valencia","West Ham United,Everton",1006,76,0.0682094608722759,0.057017846797698,0.0962943381746628
"Aaron Cresswell","West Ham United",2249,76,0.0693212393521558,0.0554521827470273,0.0965701560807704
"Matthew Lowton","Burnley",3429,75,-0.00125003914439668,0.0554440262359114,0.0954587543357703
"Virgil van Dijk","Southampton",1955,79,-0.00574261985682508,0.0552190716473045,0.0945790407911659
"Jeremain Lens","Sunderland",77,79,0.00224646904681453,0.054995298058883,0.100153242034202
"Andros Townsend","Crystal Palace",2649,78,0.013573525094643,0.0547574797215346,0.0948005233632435
"Gareth Barry","Everton",2220,80,-0.00122465278462853,0.0541328477010533,0.0932222233536411
"Memphis Depay","Manchester United",42,80,-0.0184163320343152,0.0536033665826478,0.0984784401794046
"Gökhan Töre","West Ham United",249,80,-0.0222239037771344,0.0533171274367733,0.0996925919611799
"Dieumerci Mbokani","Hull City",807,79,-0.0140755487193035,0.0527020910858191,0.097810719295189
"Luke Shaw","Manchester United",720,80,0.0119608307729248,0.0525316669872014,0.0963145400735029
"Gastón Ramírez","Middlesbrough",1671,78,0.00373341803067868,0.0516972729231088,0.0969952612692048
"James Morrison","West Bromwich Albion",1833,75,0.0669821400339855,0.051333120285871,0.0962294626701878
"Antonio Valencia","Manchester United",2622,80,0.0648618724629569,0.0512760928187375,0.0964189102368946
"Peter Crouch","Stoke City",1448,76,0.0508342404568953,0.0482603178535115,0.0909222450628946
"Ryan Shawcross","Stoke City",3327,81,-0.0509715400356457,0.0476770119809854,0.0929322702088237
"Yohan Benalouane","Leicester City",969,75,0.0753477618061278,0.047351988187769,0.0948963254715156
"Andy Carroll","West Ham United",1383,78,0.007178835593585,0.0471558796812451,0.0953429816806658
"Shinji Okazaki","Leicester City",1625,77,0.0325817443395622,0.0468845333665408,0.0956353832598702
"Marko Arnautović","Stoke City",2828,82,-0.0631537272731289,0.0467496292153022,0.0936520937917674
"Gabriel Armando de Abreu","Arsenal",1604,79,0.038688221694159,0.0464405510559729,0.0952322443172585
"Marten de Roon","Middlesbrough",2917,78,-0.0339853556736126,0.0461787468910389,0.0956369953335017
"Robbie Brady","Burnley",768,76,0.0404916583405503,0.0456734345209225,0.0965553982839883
"Kyle Walker","Tottenham Hotspur",2846,81,-0.019636681636127,0.0448353645834712,0.0953425605636157
"Wilfried Bony","Stoke City",703,81,-0.056449616190098,0.0447475141753292,0.098706914750446
"Andre Gray","Burnley",2363,75,0.0166954385021814,0.0445965680047893,0.0945756753488362
"Winston Reid","West Ham United",2729,81,-0.0506364456918269,0.0436621774287135,0.0927478298167766
"Martin Olsson","Swansea City",1321,75,0.0520192673815119,0.0428015298746717,0.0959289277350276
"Kyle Naughton","Swansea City",2853,75,0.0319258153302888,0.0420475747560338,0.0963498407738882
"Angelo Ogbonna","West Ham United",1854,80,-0.0257472773056532,0.04141857991735,0.0961278009942217
"Jonny Evans","West Bromwich Albion",2793,79,-0.0497264387991986,0.0408056274605428,0.0946022529912773
"Gareth McAuley","West Bromwich Albion",3312,76,0.00195149423910393,0.0396483882728871,0.0944939118464323
"Daryl Janmaat","Watford",1805,77,0.014690558286965,0.0395575488081829,0.0931783096069326
"Jermain Defoe","Sunderland",3503,80,-0.0868858755697343,0.0386865347675352,0.0973216425245683
"Sebastian Prödl","Watford",2925,77,0.0185939273145175,0.0386136132788535,0.0930532637786141
"Danny Drinkwater","Leicester City",2604,80,-0.030682787918047,0.0382699220118228,0.094019722362305
"Lamine Koné","Sunderland",2692,76,-0.00187635281033152,0.037554001736554,0.0948768308809018
"Robert Snodgrass","Hull City,West Ham United",2685,75,0.0282229684153911,0.0373667563779834,0.0925764685814934
"Steven Davis","Southampton",2789,77,-0.0148260963281811,0.035286855554385,0.0932563358321125
"Daley Blind","Manchester United",1936,81,0.00634368949631447,0.0349096111594464,0.0946821122440199
"Aleksandar Kolarov","Manchester City",2690,79,0.0473514502484561,0.0347108051436313,0.0885980567963713
"Marcos Rojo","Manchester United",1765,78,0.047858751333643,0.0335786141795458,0.0967295652645751
"Gaël Clichy","Manchester City",2239,80,0.0231997129705902,0.0329829628600099,0.0935192393263885
"Andrew Robertson","Hull City",2890,75,-0.00590362550552179,0.0327713001520205,0.0965539219461062
"Troy Deeney","Watford",3113,76,0.0249712925649825,0.0326347624473034,0.0933084606329708
"Mauro Zárate","Watford",206,77,0.00975166868762508,0.0318776379429289,0.0973985573209428
"Lee Cattermole","Sunderland",647,78,-0.013087160895163,0.0307978165208508,0.0976923726951627
"Sam Vokes","Burnley",2214,73,0.0354975232690276,0.0302939439423067,0.0932515263839865
"Miguel Angel Britos","Watford",2433,75,0.0461189065111763,0.0285538496726603,0.0935221823137407
"Nacer Chadli","West Bromwich Albion",2211,78,-0.0445832564269624,0.0278901096986842,0.097252766138925
"Valon Behrami","Watford",2131,77,-0.00493751249078021,0.0272025202469867,0.0936723086399948
"Pablo Zabaleta","Manchester City",1155,82,-0.0626684012899166,0.0265213695896651,0.097347142040058
"Younès Kaboul","Sunderland,Watford",2005,77,-0.00525450289028994,0.0257653398472308,0.0941103491318196
"Marouane Fellaini","Manchester United",1716,78,0.037429223896834,0.0249602170593305,0.0971120597801644
"Alberto Moreno Pérez","Liverpool",362,77,0.0122326535377026,0.0246131566977001,0.099670361190016
"Kurt Zouma","Chelsea",279,80,-0.0525718047090453,0.0245277474014601,0.0984336952459502
"Joey Barton","Burnley",1172,76,0.00737712126551522,0.0244986302788748,0.0975440478030375
"Scott Dann","Crystal Palace",1855,79,-0.0389694002333355,0.0243759057719517,0.092930506841674
"Mark Noble","West Ham United",2498,78,-0.0108039669898649,0.0236889065997806,0.0932420667490142
"Luka Milivojević","Crystal Palace",1295,74,0.0700834730405039,0.0236325571448868,0.0955559036190824
"Fabian Delph","Manchester City",253,78,-0.0138484841566756,0.0234066759054096,0.0984233701912336
"Leroy Fer","Swansea City",2544,76,-0.00343872477377159,0.0232349547438837,0.0943702682770985
"Nathan Redmond","Southampton",3067,75,0.00869330632604513,0.0230062545105297,0.0915978975897078
"Bruno Martins Indi","Stoke City",3317,78,-0.0265336359810241,0.0225207804892293,0.0942801676620963
"Branislav Ivanović","Chelsea",642,80,-0.0324582471003783,0.0213762623845289,0.0944970688765568
"Erik Pieters","Stoke City",3333,76,0.00257581662666131,0.0205469097716464,0.0968917677869617
"Borja González Tomás","Swansea City",630,80,-0.0714249807242537,0.0202930427908437,0.102831121351118
"Craig Cathcart","Watford",1228,73,0.0652758667249475,0.020164983266849,0.095054777309368
"Philipp Wollscheid","Stoke City",191,78,-0.024929308321631,0.0199778379710038,0.0996094369255928
"Ashley Westwood","Burnley",585,75,0.0258454294137557,0.0188690554015081,0.095889989589666
"Marc Muniesa Martínez","Stoke City",697,76,0.0217458547467334,0.0185605913294969,0.09701924617273
"Bernardo Espinosa Zuñiga","Middlesbrough",1023,78,-0.0301971490927696,0.0177043949273296,0.0936351896252376
"Giannelli Imbula","Stoke City",840,79,-0.0479871498599423,0.0176107524154789,0.0983081524943473
"Jack Cork","Swansea City",2357,78,-0.0537022123277086,0.0175446576845133,0.0921682571368242
"Pedro Mba Obiang Avomo","West Ham United",1854,76,0.0164218325232514,0.0170562866990673,0.092252365158552
"Jesse Lingard","Manchester United",1421,77,0.0203145840732083,0.0165282115273257,0.093684415086754
"Theo Walcott","Arsenal",1998,81,-0.0508983907424473,0.0157491232973228,0.0933491212105412
"Mame Diouf","Stoke City",1480,78,-0.0284058889173669,0.0150118781365373,0.0952666791776898
"Antonio Barragán Fernández","Middlesbrough",2308,75,-0.000144953474057362,0.0149201393748709,0.0912262087806395
"Ben Mee","Burnley",3188,74,-0.0264392397959163,0.0143485424823438,0.0943730048423999
"Christian Fuchs","Leicester City",3281,77,-0.00330277086778654,0.0136920760685497,0.0969854667964682
"Pape Souaré","Crystal Palace",281,77,-0.0147019676104052,0.0136814047699155,0.0997967954317099
"Marc Albrighton","Leicester City",2508,76,0.0076103483160642,0.0119339930239089,0.0949608344345246
"Steven Pienaar","Sunderland",867,77,-0.0239293999559008,0.0116487940316617,0.0986027758462311
"Tom Carroll","Tottenham Hotspur,Swansea City",1462,72,0.0692698383552188,0.0111780394454774,0.0985076154647444
"Divock Origi","Liverpool",1583,78,-0.023209803011835,0.0106447635799992,0.0975564289104149
"Sofiane Boufal","Southampton",1168,80,-0.0845007550707901,0.0102082310575298,0.0960824199504207
"Charlie Adam","Stoke City",1562,76,-0.00822738381744178,0.00973410238418365,0.0960197319683295
"Pierre-Emile Højbjerg","Southampton",1378,74,0.0265525552871558,0.00958089068051038,0.0935808759612566
"Diafra Sakho","West Ham United",188,76,0.00392093378003304,0.0091630991006735,0.0985045978827136
"Matt Phillips","West Bromwich Albion",2273,74,0.0241191017533609,0.00905640631613568,0.0917334165098195
"Papy Mison Djilobodji","Sunderland",1673,78,-0.0642498227028156,0.00902757119419894,0.0927830095959654
"Rickie Lambert","West Bromwich Albion",17,76,0.000121820133773735,0.00877882328071732,0.0998305564628313
"Jay Rodriguez","Southampton",968,77,-0.0198199897952233,0.00818763387898548,0.0977467633019997
"Álvaro Arbeloa Coca","West Ham United",270,80,-0.080881895683759,0.00800648097548767,0.0994614479294745
"Evandro Goebel","Hull City",607,76,-0.016476693038342,0.0072630335248835,0.0997315344757466
"Nampalys Mendy","Leicester City",274,78,-0.0421202900292161,0.00706177745512237,0.101569382493875
"M'Baye Niang","Watford",1288,78,-0.0424753899275375,0.00614452202382371,0.0952008050362628
"Adama Traoré","Middlesbrough",1640,73,0.0391400405802762,0.00568694034050425,0.0950237384196224
"Tom Huddlestone","Hull City",2139,75,-0.0352752241659822,0.00520546351871732,0.093017698632375
"Shaun Maloney","Hull City",317,74,0.0323870927717739,0.00461260122839289,0.0975246712055967
"Markus Henriksen","Hull City",687,76,-0.0145263199310276,0.00443061840168129,0.100624554977257
"Alfred N'Diaye","Hull City",1328,79,-0.08817447895494,0.00408178438908523,0.0950337535500326
"John O'Shea","Sunderland",2277,76,-0.0353801978771861,0.00313740440682574,0.0966128425767828
"Wahbi Khazri","Sunderland",929,79,-0.0714230007941016,0.00261150041777901,0.0943354082378311
"Geoff Cameron","Stoke City",1721,77,-0.0172156663984545,0.000723460181558771,0.095829959929832
"Leon Britton","Swansea City",1188,77,-0.0424415920111907,1.54971722926259e-06,0.0943474665168818
"Idrissa Gueye","Everton",2808,76,-0.000384591957730281,-0.000582450267800921,0.0924328924901743
"Connor Wickham","Crystal Palace",448,74,0.0265895875252612,-0.00101494916198676,0.099713913562466
"Jérémy Pied","Southampton",145,75,0.0130942807729617,-0.00157347759411788,0.10091977088144
"Fernando Fernández","Swansea City",2572,70,0.0805269303875007,-0.00199663661522533,0.095815302449685
"Mathieu Flamini","Crystal Palace",305,76,-0.015563245346538,-0.00293187807235973,0.0946330784431475
"Nathan Dyer","Swansea City",324,77,-0.0368674033576307,-0.00308355880860348,0.0969292030697161
"Aaron Lennon","Everton",541,78,-0.0424389464867724,-0.00326855630462202,0.0963021010502675
"Fabio Borini","Sunderland",1833,76,-0.0402061858483097,-0.00392896677579672,0.0966418690257255
"Shane Long","Southampton",1373,77,-0.0518436513007957,-0.00407173592663605,0.0939672956653669
"Jack Wilshere","Arsenal,AFC Bournemouth",2064,82,-0.158197832621124,-0.00418005544424843,0.0963426420746817
"Etienne Capoue","Watford",3352,78,-0.067838804464077,-0.0048058390279396,0.0927232391390135
"Michael Dawson","Hull City",1922,77,-0.0740171206558297,-0.0048972888952795,0.0971091251297904
"Benik Afobe","AFC Bournemouth",1600,74,-0.00334258714780949,-0.004941294211263,0.0948231816777045
"Isaac Success","Watford",597,74,0.0241637088215896,-0.00534917475729389,0.0969951473270092
"Jesús Navas González","Manchester City",1153,80,-0.0679173046679932,-0.00538416211779252,0.0944008631581244
"Mile Jedinák","Crystal Palace",96,76,-0.0167857835065029,-0.00542698503929107,0.0992722677512483
"Jack Rodwell","Sunderland",1568,76,-0.0508482555112464,-0.00571413753093282,0.0929666636730487
"Jonathan Walters","Stoke City",1400,75,-0.00666139767027468,-0.00756972482409316,0.0944238204358468
"Curtis Davies","Hull City",2244,77,-0.0900509188651836,-0.00783845864802132,0.095316162858187
"Glen Johnson","Stoke City",2071,77,-0.036910732069885,-0.0090072803714744,0.0981559004250783
"Jon Flanagan","Burnley",387,73,0.0286146421164236,-0.0102510513139672,0.100427434009495
"Jordan Rhodes","Middlesbrough",234,74,0.0121112178787603,-0.0103289215369047,0.099250637981133
"Joe Ledley","Crystal Palace",1219,75,-0.00996964913923006,-0.0103865483465384,0.0975389418642714
"James Tomkins","Crystal Palace",2099,76,-0.0154426332715476,-0.0112402810334528,0.0909585180196106
"Luciano Narsingh","Swansea City",465,76,-0.0275052652533988,-0.0112407194157781,0.0957806477166661
"Leonardo Ulloa","Leicester City",515,74,0.0146838293674599,-0.0114558987665077,0.0979809611322892
"James Collins","West Ham United",1767,76,-0.0226661101373262,-0.0121815459184539,0.0944982513996513
"Joe Allen","Stoke City",3078,77,-0.0552017565850103,-0.0124630709322668,0.0943667637856794
"Viktor Fischer","Middlesbrough",474,74,0.00537569336493416,-0.0128113387345879,0.0976951419679817
"Harry Maguire","Hull City",2438,72,0.0157109173587943,-0.0132145147871754,0.0947439257197451
"Wes Morgan","Leicester City",2568,79,-0.0815268897658274,-0.0133280746911104,0.0928678739512916
"Stewart Downing","Middlesbrough",2341,75,-0.060356207507061,-0.0133881993665543,0.093939494659519
"Jason Puncheon","Crystal Palace",3262,76,-0.0258777187854795,-0.0135347627453588,0.0951009124734492
"Jason Denayer","Sunderland",1976,74,-0.00473538763250475,-0.0137430777025442,0.0909876599028082
"Jeffrey Schlupp","Leicester City,Crystal Palace",1224,71,0.0742202495095719,-0.014030097923372,0.0939842133962877
"Sung Yueng Ki","Swansea City",1373,78,-0.0860208308460941,-0.014266161790265,0.093124395889698
"Oriol Romeu Vidal","Southampton",3237,74,-0.013621026633933,-0.0145341675228154,0.0939375696269367
"Andrea Ranocchia","Hull City",1404,76,-0.0489255767896137,-0.0147815423005595,0.097756275264312
